Mes,Dia,Hora,Gt(i)_mean,Gt(i)_std,T2m_mean,T2m_std
10,28,10,761.94,234.02,22.71,4.08
10,28,11,787.61,259.71,23.8,4.16
10,28,12,792.44,297.45,24.4,4.17
10,28,13,777.76,250.99,24.7,4.27
10,28,14,641.47,232.95,24.75,4.3
10,28,15,445.13,230.27,24.31,4.24
10,28,16,226.35,171.85,23.6,4.42
10,28,17,103.95,86.64,22.46,4.37
10,28,18,0.5,2.0,20.94,4.12
10,28,19,0.0,0.0,19.54,3.83
10,28,20,0.0,0.0,18.58,3.6
10,28,21,0.0,0.0,19.46,2.94
10,28,22,0.0,0.0,18.83,2.7
10,28,23,0.0,0.0,18.39,2.59
10,29,0,0.0,0.0,16.99,3.25
10,29,1,0.0,0.0,16.73,3.25
10,29,2,0.0,0.0,16.49,3.15
10,29,3,0.0,0.0,16.31,3.1
10,29,4,0.0,0.0,16.2,2.87
10,29,5,0.0,0.0,16.12,3.01
10,29,6,63.09,28.39,16.3,3.07
10,29,7,214.88,92.39,17.88,3.03
10,29,8,381.42,156.06,19.67,3.17
10,29,9,569.34,215.03,21.34,3.37
10,29,10,729.93,249.4,22.85,3.63
10,29,11,781.96,317.2,23.99,3.8
10,29,12,767.44,352.98,24.89,3.97
10,29,13,734.91,315.36,25.42,4.2
10,29,14,654.97,249.62,25.24,4.49
10,29,15,444.01,204.56,24.64,4.7
10,29,16,208.68,158.27,24.13,4.95
10,29,17,53.13,60.96,22.62,4.37
10,29,18,0.5,2.0,21.07,3.83
10,29,19,0.0,0.0,19.74,3.4
10,29,20,0.0,0.0,18.97,3.2
10,29,21,0.0,0.0,17.96,3.35
10,29,22,0.0,0.0,17.56,3.31
10,29,23,0.0,0.0,17.24,3.26
10,30,0,0.0,0.0,17.61,2.84
10,30,1,0.0,0.0,17.31,2.62
10,30,2,0.0,0.0,17.15,2.56
10,30,3,0.0,0.0,16.98,2.53
10,30,4,0.0,0.0,16.83,2.49
10,30,5,0.0,0.0,16.8,2.52
10,30,6,56.44,30.95,17.03,2.62
10,30,7,189.9,112.58,18.46,2.71
10,30,8,339.25,202.47,20.31,3.13
10,30,9,514.55,262.39,22.08,3.53
10,30,10,650.16,305.73,23.58,3.88
10,30,11,749.79,322.72,24.54,4.1
10,30,12,682.58,358.19,25.19,4.22
10,30,13,678.45,334.83,25.19,4.22
10,30,14,527.05,291.52,24.91,4.29
10,30,15,365.02,263.52,24.55,4.42
10,30,16,220.55,188.33,24.09,4.74
10,30,17,93.08,79.6,22.79,4.51
10,30,18,0.6,1.99,21.28,4.15
10,30,19,0.0,0.0,19.97,3.78
10,30,20,0.0,0.0,19.25,3.45
10,30,21,0.0,0.0,18.44,2.98
10,30,22,0.0,0.0,18.13,2.96
10,30,23,0.0,0.0,17.83,2.89
10,31,0,0.0,0.0,17.9,2.84
10,31,1,0.0,0.0,17.68,2.88
10,31,2,0.0,0.0,17.44,2.71
10,31,3,0.0,0.0,17.25,2.54
10,31,4,0.0,0.0,17.09,2.25
10,31,5,0.0,0.0,16.96,2.14
10,31,6,55.09,35.55,17.1,2.17
10,31,7,214.87,109.16,18.55,2.84
10,31,8,388.1,203.9,20.19,3.51
10,31,9,551.44,248.26,21.67,4.08
10,31,10,641.86,333.53,22.96,4.48
10,31,11,753.91,318.5,24.05,4.81
10,31,12,704.29,294.3,24.64,5.29
10,31,13,671.61,281.1,24.8,5.61
10,31,14,494.03,276.28,24.68,5.63
10,31,15,287.82,208.13,24.21,5.58
10,31,16,167.75,158.27,23.24,4.98
10,31,17,71.84,76.45,22.09,4.73
10,31,18,1.72,3.21,20.89,4.24
10,31,19,0.0,0.0,19.77,3.77
10,31,20,0.0,0.0,19.06,3.41
10,31,21,0.0,0.0,18.8,3.22
10,31,22,0.0,0.0,18.44,3.04
10,31,23,0.0,0.0,18.15,2.89
11,1,0,0.0,0.0,17.57,2.82
11,1,1,0.0,0.0,17.33,2.8
11,1,2,0.0,0.0,16.99,2.66
11,1,3,0.0,0.0,16.75,2.55
11,1,4,0.0,0.0,16.71,2.55
11,1,5,0.0,0.0,16.59,2.56
11,1,6,57.93,29.95,16.79,2.65
11,1,7,195.47,100.78,18.22,3.11
11,1,8,334.32,181.63,19.67,3.34
11,1,9,481.77,229.4,20.97,3.62
11,1,10,542.66,255.66,22.07,3.94
11,1,11,645.54,255.4,22.94,4.11
11,1,12,665.7,245.33,23.34,4.27
11,1,13,649.48,228.1,23.65,4.38
11,1,14,614.15,206.13,23.51,4.2
11,1,15,442.65,240.67,22.96,4.11
11,1,16,199.83,172.19,22.34,3.91
11,1,17,71.97,67.73,21.25,3.63
11,1,18,4.15,4.87,20.05,3.53
11,1,19,0.0,0.0,18.92,3.36
11,1,20,0.0,0.0,18.21,3.22
11,1,21,0.0,0.0,18.61,3.22
11,1,22,0.0,0.0,18.25,3.08
11,1,23,0.0,0.0,17.91,2.96
11,2,0,0.0,0.0,17.07,3.1
11,2,1,0.0,0.0,16.89,3.09
11,2,2,0.0,0.0,16.72,3.07
11,2,3,0.0,0.0,16.61,3.04
11,2,4,0.0,0.0,16.56,2.92
11,2,5,0.0,0.0,16.43,2.93
11,2,6,60.57,39.59,16.54,2.87
11,2,7,217.15,106.44,17.77,2.84
11,2,8,365.07,173.87,19.22,2.92
11,2,9,500.7,207.57,20.72,2.97
11,2,10,632.97,273.47,22.16,3.17
11,2,11,780.0,261.27,23.23,3.23
11,2,12,758.5,262.63,23.84,3.14
11,2,13,730.9,226.66,24.15,3.2
11,2,14,639.45,243.37,23.92,3.42
11,2,15,437.45,251.38,23.54,3.4
11,2,16,249.99,191.53,23.17,3.58
11,2,17,109.65,91.18,22.05,3.39
11,2,18,3.52,3.76,20.77,3.25
11,2,19,0.0,0.0,19.58,3.12
11,2,20,0.0,0.0,18.81,3.04
11,2,21,0.0,0.0,17.76,3.13
11,2,22,0.0,0.0,17.43,3.12
11,2,23,0.0,0.0,17.2,3.1
11,3,0,0.0,0.0,17.48,3.06
11,3,1,0.0,0.0,17.23,3.05
11,3,2,0.0,0.0,16.98,3.07
11,3,3,0.0,0.0,16.82,3.05
11,3,4,0.0,0.0,16.86,2.83
11,3,5,0.0,0.0,16.69,2.87
11,3,6,67.19,34.34,16.89,2.81
11,3,7,193.07,104.26,18.43,2.78
11,3,8,380.73,174.52,20.16,2.89
11,3,9,548.07,259.82,21.72,3.09
11,3,10,682.64,287.14,23.14,3.3
11,3,11,772.18,282.1,24.16,3.49
11,3,12,811.49,266.5,24.84,3.88
11,3,13,785.26,244.78,25.04,4.28
11,3,14,566.12,288.83,24.83,4.51
11,3,15,423.11,233.45,24.22,4.53
11,3,16,241.24,182.14,23.96,4.48
11,3,17,84.9,80.16,22.9,4.43
11,3,18,5.17,7.83,21.73,4.2
11,3,19,0.0,0.0,20.52,3.75
11,3,20,0.0,0.0,19.64,3.38
11,3,21,0.0,0.0,18.31,3.02
11,3,22,0.0,0.0,17.99,3.04
11,3,23,0.0,0.0,17.7,3.02
11,4,0,0.0,0.0,17.95,2.85
11,4,1,0.0,0.0,17.73,2.88
11,4,2,0.0,0.0,17.47,2.87
11,4,3,0.0,0.0,17.36,2.91
11,4,4,0.0,0.0,17.15,2.93
11,4,5,0.0,0.0,17.1,3.01
11,4,6,58.55,36.37,17.27,3.02
11,4,7,206.89,107.1,18.54,2.84
11,4,8,333.87,180.39,20.03,2.8
11,4,9,482.47,243.67,21.49,2.87
11,4,10,626.82,302.63,22.67,2.98
11,4,11,654.39,342.48,23.57,3.03
11,4,12,672.68,334.13,24.22,3.2
11,4,13,598.47,311.44,24.42,3.45
11,4,14,532.02,306.13,24.13,3.67
11,4,15,388.84,250.87,23.68,3.9
11,4,16,237.02,186.72,23.19,4.22
11,4,17,67.42,72.13,22.24,4.15
11,4,18,2.92,2.11,21.01,3.91
11,4,19,0.0,0.0,19.83,3.47
11,4,20,0.0,0.0,19.1,3.15
11,4,21,0.0,0.0,19.08,3.16
11,4,22,0.0,0.0,18.66,3.05
11,4,23,0.0,0.0,18.24,2.95
11,5,0,0.0,0.0,17.67,2.81
11,5,1,0.0,0.0,17.51,2.8
11,5,2,0.0,0.0,17.4,2.84
11,5,3,0.0,0.0,17.32,2.87
11,5,4,0.0,0.0,17.16,2.8
11,5,5,0.0,0.0,17.06,2.83
11,5,6,60.08,34.93,17.18,2.9
11,5,7,172.72,109.43,18.14,2.99
11,5,8,305.2,169.12,19.44,3.24
11,5,9,418.48,253.48,20.85,3.5
11,5,10,518.9,345.47,22.02,3.79
11,5,11,667.5,362.16,22.93,4.05
11,5,12,696.74,332.31,23.57,4.34
11,5,13,650.55,335.58,23.8,4.62
11,5,14,525.01,297.98,23.54,4.65
11,5,15,345.21,262.11,22.9,4.33
11,5,16,165.65,166.91,22.09,3.96
11,5,17,54.94,56.4,21.08,3.46
11,5,18,3.33,3.72,19.93,3.0
11,5,19,0.0,0.0,18.96,2.62
11,5,20,0.0,0.0,18.33,2.3
11,5,21,0.0,0.0,18.58,2.94
11,5,22,0.0,0.0,18.18,2.83
11,5,23,0.0,0.0,17.9,2.81
11,6,0,0.0,0.0,17.21,1.96
11,6,1,0.0,0.0,17.09,2.01
11,6,2,0.0,0.0,16.98,2.04
11,6,3,0.0,0.0,16.89,2.04
11,6,4,0.0,0.0,16.81,1.93
11,6,5,0.0,0.0,16.73,1.96
11,6,6,47.49,30.69,16.84,1.94
11,6,7,160.51,100.43,17.79,1.95
11,6,8,262.32,169.16,19.15,2.14
11,6,9,370.28,225.32,20.55,2.38
11,6,10,507.49,244.2,21.69,2.68
11,6,11,555.61,285.9,22.64,3.02
11,6,12,612.07,312.17,23.03,3.32
11,6,13,559.62,304.42,23.2,3.48
11,6,14,487.48,263.42,23.19,3.46
11,6,15,302.35,251.3,22.67,3.49
11,6,16,177.29,187.98,22.05,3.29
11,6,17,62.21,75.68,20.91,3.07
11,6,18,4.97,6.09,19.83,2.88
11,6,19,0.0,0.0,18.93,2.67
11,6,20,0.0,0.0,18.4,2.54
11,6,21,0.0,0.0,17.95,2.13
11,6,22,0.0,0.0,17.64,1.97
11,6,23,0.0,0.0,17.41,1.92
11,7,0,0.0,0.0,17.55,2.3
11,7,1,0.0,0.0,17.37,2.3
11,7,2,0.0,0.0,17.21,2.32
11,7,3,0.0,0.0,16.97,2.3
11,7,4,0.0,0.0,16.8,2.27
11,7,5,0.0,0.0,16.7,2.21
11,7,6,57.54,31.48,16.85,2.16
11,7,7,185.11,99.84,18.0,2.06
11,7,8,313.77,186.58,19.33,2.09
11,7,9,474.47,229.78,20.72,2.25
11,7,10,623.89,266.83,22.07,2.54
11,7,11,693.82,258.98,23.07,2.67
11,7,12,744.45,270.43,23.61,2.71
11,7,13,674.07,267.21,23.73,2.84
11,7,14,583.31,274.12,23.39,2.71
11,7,15,417.61,223.94,22.67,2.41
11,7,16,233.17,176.22,22.16,2.52
11,7,17,61.35,76.43,21.12,2.4
11,7,18,5.24,6.11,20.07,2.32
11,7,19,0.0,0.0,19.12,2.24
11,7,20,0.0,0.0,18.49,2.12
11,7,21,0.0,0.0,18.09,2.44
11,7,22,0.0,0.0,17.87,2.37
11,7,23,0.0,0.0,17.69,2.32
11,8,0,0.0,0.0,17.16,2.01
11,8,1,0.0,0.0,16.88,2.04
11,8,2,0.0,0.0,16.67,2.11
11,8,3,0.0,0.0,16.58,2.13
11,8,4,0.0,0.0,16.37,2.0
11,8,5,0.0,0.0,16.27,2.04
11,8,6,56.52,32.48,16.38,2.02
11,8,7,166.0,85.66,17.41,1.91
11,8,8,244.07,112.36,18.9,2.05
11,8,9,456.56,213.62,20.49,2.28
11,8,10,596.15,315.46,21.93,2.51
11,8,11,652.8,368.0,22.94,2.66
11,8,12,723.66,298.73,23.46,2.86
11,8,13,668.86,292.91,23.8,3.0
11,8,14,505.36,305.19,23.82,2.92
11,8,15,359.13,269.48,23.37,2.87
11,8,16,212.14,183.11,22.64,2.82
11,8,17,68.51,74.37,21.69,2.52
11,8,18,5.54,5.69,20.51,2.14
11,8,19,0.0,0.0,19.49,1.93
11,8,20,0.0,0.0,18.89,1.9
11,8,21,0.0,0.0,18.07,2.05
11,8,22,0.0,0.0,17.76,2.05
11,8,23,0.0,0.0,17.47,2.02
11,9,0,0.0,0.0,17.39,2.03
11,9,1,0.0,0.0,17.14,2.07
11,9,2,0.0,0.0,17.01,2.11
11,9,3,0.0,0.0,16.84,2.09
11,9,4,0.0,0.0,16.75,1.98
11,9,5,0.0,0.0,16.64,1.96
11,9,6,62.41,38.86,16.82,1.93
11,9,7,212.14,101.2,18.36,2.03
11,9,8,373.13,137.43,19.97,2.2
11,9,9,556.72,228.32,21.69,2.29
11,9,10,720.38,255.53,23.0,2.42
11,9,11,841.36,286.38,23.96,2.6
11,9,12,797.79,312.6,24.57,2.73
11,9,13,702.18,310.45,24.62,2.76
11,9,14,512.5,278.89,24.29,2.89
11,9,15,380.29,242.79,23.55,3.05
11,9,16,222.19,176.08,23.15,3.02
11,9,17,59.89,50.39,22.33,2.79
11,9,18,5.76,6.15,21.2,2.55
11,9,19,0.0,0.0,20.1,2.34
11,9,20,0.0,0.0,19.39,2.23
11,9,21,0.0,0.0,18.44,1.95
11,9,22,0.0,0.0,18.07,1.99
11,9,23,0.0,0.0,17.73,2.02
11,10,0,0.0,0.0,17.97,1.93
11,10,1,0.0,0.0,17.74,1.92
11,10,2,0.0,0.0,17.62,1.94
11,10,3,0.0,0.0,17.53,1.97
11,10,4,0.0,0.0,17.48,2.1
11,10,5,0.0,0.0,17.41,2.18
11,10,6,64.27,34.38,17.57,2.2
11,10,7,200.67,96.58,18.85,2.47
11,10,8,364.37,162.72,20.4,2.88
11,10,9,468.86,295.86,21.99,3.1
11,10,10,614.79,269.41,23.14,3.14
11,10,11,742.24,270.5,23.93,3.28
11,10,12,756.81,268.44,24.39,3.28
11,10,13,696.38,296.51,24.42,3.52
11,10,14,533.25,268.73,24.42,3.59
11,10,15,336.79,224.84,24.04,3.46
11,10,16,198.21,172.95,23.56,3.75
11,10,17,75.81,76.77,22.53,3.52
11,10,18,8.0,8.31,21.5,3.32
11,10,19,0.0,0.0,20.43,3.11
11,10,20,0.0,0.0,19.73,3.06
11,10,21,0.0,0.0,18.93,2.16
11,10,22,0.0,0.0,18.57,2.08
11,10,23,0.0,0.0,18.26,2.0
11,11,0,0.0,0.0,18.13,2.97
11,11,1,0.0,0.0,17.93,3.04
11,11,2,0.0,0.0,17.72,3.11
11,11,3,0.0,0.0,17.53,3.13
11,11,4,0.0,0.0,17.24,3.06
11,11,5,0.0,0.0,17.07,3.11
11,11,6,78.86,33.83,17.18,2.95
11,11,7,213.48,103.97,18.34,2.74
11,11,8,341.05,184.39,19.86,2.96
11,11,9,564.68,232.99,21.35,3.43
11,11,10,717.34,306.29,22.66,3.82
11,11,11,770.73,351.46,23.67,4.0
11,11,12,798.79,302.84,24.28,4.25
11,11,13,667.3,273.98,24.55,4.28
11,11,14,573.91,270.67,24.21,4.26
11,11,15,325.88,230.7,23.39,4.07
11,11,16,200.6,188.91,22.57,4.2
11,11,17,65.63,69.87,21.79,3.94
11,11,18,8.89,9.53,20.86,3.78
11,11,19,0.0,0.0,19.94,3.56
11,11,20,0.0,0.0,19.2,3.29
11,11,21,0.0,0.0,19.16,2.98
11,11,22,0.0,0.0,18.73,2.93
11,11,23,0.0,0.0,18.42,2.91
11,12,0,0.0,0.0,17.65,3.1
11,12,1,0.0,0.0,17.43,3.14
11,12,2,0.0,0.0,17.24,3.15
11,12,3,0.0,0.0,17.14,3.22
11,12,4,0.0,0.0,17.11,2.99
11,12,5,0.0,0.0,16.98,2.9
11,12,6,64.96,40.77,17.07,2.85
11,12,7,174.03,95.17,17.97,2.74
11,12,8,301.74,156.01,19.4,2.78
11,12,9,430.77,222.06,20.92,2.83
11,12,10,582.91,280.48,22.15,3.03
11,12,11,652.48,283.72,23.02,3.19
11,12,12,700.37,302.49,23.63,3.39
11,12,13,712.36,229.15,23.76,3.56
11,12,14,584.89,266.86,23.46,3.68
11,12,15,412.3,230.87,22.97,3.81
11,12,16,187.57,165.55,22.31,3.47
11,12,17,64.51,85.4,21.32,3.24
11,12,18,8.32,10.88,20.3,3.09
11,12,19,0.0,0.0,19.38,2.89
11,12,20,0.0,0.0,18.8,2.71
11,12,21,0.0,0.0,18.68,3.13
11,12,22,0.0,0.0,18.3,3.06
11,12,23,0.0,0.0,17.99,3.09
11,13,0,0.0,0.0,17.51,2.01
11,13,1,0.0,0.0,17.33,1.97
11,13,2,0.0,0.0,17.2,1.9
11,13,3,0.0,0.0,17.03,1.83
11,13,4,0.0,0.0,16.87,1.76
11,13,5,0.0,0.0,16.77,1.73
11,13,6,55.26,26.52,16.87,1.79
11,13,7,184.14,95.93,17.8,2.04
11,13,8,340.05,157.07,19.12,2.39
11,13,9,488.89,237.25,20.5,2.71
11,13,10,641.45,269.58,21.66,3.07
11,13,11,739.91,283.49,22.6,3.29
11,13,12,772.36,305.19,23.27,3.48
11,13,13,673.82,276.54,23.55,3.57
11,13,14,561.35,274.15,23.24,3.64
11,13,15,434.48,249.47,22.64,3.4
11,13,16,248.83,194.87,22.59,3.64
11,13,17,117.51,106.13,21.62,3.59
11,13,18,12.18,13.77,20.54,3.38
11,13,19,0.0,0.0,19.47,3.03
11,13,20,0.0,0.0,18.77,2.83
11,13,21,0.0,0.0,18.42,2.52
11,13,22,0.0,0.0,18.09,2.26
11,13,23,0.0,0.0,17.8,2.11
11,14,0,0.0,0.0,17.34,2.6
11,14,1,0.0,0.0,17.1,2.56
11,14,2,0.0,0.0,16.88,2.48
11,14,3,0.0,0.0,16.72,2.47
11,14,4,0.0,0.0,16.68,2.44
11,14,5,0.0,0.0,16.61,2.43
11,14,6,64.9,39.5,16.86,2.4
11,14,7,178.54,122.97,18.28,2.89
11,14,8,332.33,194.95,19.71,3.08
11,14,9,441.26,260.9,20.92,3.32
11,14,10,601.41,302.23,21.9,3.51
11,14,11,629.49,348.4,22.71,3.66
11,14,12,668.89,307.92,23.3,3.78
11,14,13,668.64,321.43,23.63,3.86
11,14,14,534.7,265.85,23.56,3.96
11,14,15,357.45,270.85,23.26,4.03
11,14,16,226.15,177.46,22.85,3.85
11,14,17,82.58,90.31,22.03,3.81
11,14,18,11.05,12.81,21.04,3.67
11,14,19,0.0,0.0,19.93,3.44
11,14,20,0.0,0.0,19.15,3.22
11,14,21,0.0,0.0,18.29,2.73
11,14,22,0.0,0.0,17.93,2.64
11,14,23,0.0,0.0,17.6,2.64
11,15,0,0.0,0.0,17.73,2.94
11,15,1,0.0,0.0,17.49,2.83
11,15,2,0.0,0.0,17.28,2.74
11,15,3,0.0,0.0,17.14,2.77
11,15,4,0.0,0.0,17.02,2.64
11,15,5,0.0,0.0,16.97,2.67
11,15,6,61.96,39.87,17.2,2.69
11,15,7,209.32,100.54,18.74,2.81
11,15,8,380.79,205.38,20.34,2.94
11,15,9,493.82,304.45,21.79,3.04
11,15,10,644.12,325.14,22.93,3.2
11,15,11,655.4,340.33,23.71,3.25
11,15,12,668.98,368.4,23.94,3.44
11,15,13,697.99,324.53,24.01,3.63
11,15,14,607.38,282.1,23.9,3.68
11,15,15,449.43,225.05,23.41,3.71
11,15,16,199.46,179.3,23.3,4.01
11,15,17,82.66,91.31,22.52,4.05
11,15,18,9.24,9.11,21.43,3.71
11,15,19,0.0,0.0,20.21,3.14
11,15,20,0.0,0.0,19.29,2.7
11,15,21,0.0,0.0,18.68,3.13
11,15,22,0.0,0.0,18.24,3.01
11,15,23,0.0,0.0,17.97,2.98
11,16,0,0.0,0.0,17.81,2.31
11,16,1,0.0,0.0,17.57,2.3
11,16,2,0.0,0.0,17.26,2.3
11,16,3,0.0,0.0,17.08,2.3
11,16,4,0.0,0.0,16.98,2.31
11,16,5,0.0,0.0,16.79,2.28
11,16,6,74.6,43.51,16.99,2.29
11,16,7,245.39,98.61,18.61,2.84
11,16,8,409.6,197.03,20.2,3.31
11,16,9,567.44,241.47,21.59,3.76
11,16,10,624.57,322.85,22.76,3.9
11,16,11,681.55,340.52,23.51,4.06
11,16,12,681.54,317.0,23.9,4.07
11,16,13,658.63,284.74,23.91,4.09
11,16,14,567.53,273.4,23.73,4.1
11,16,15,420.99,242.94,23.35,4.01
11,16,16,207.92,186.74,22.89,3.97
11,16,17,62.51,72.79,21.96,3.86
11,16,18,8.35,8.72,20.69,3.6
11,16,19,0.0,0.0,19.58,3.4
11,16,20,0.0,0.0,18.84,3.19
11,16,21,0.0,0.0,18.74,2.51
11,16,22,0.0,0.0,18.34,2.36
11,16,23,0.0,0.0,18.05,2.32
11,17,0,0.0,0.0,17.35,2.61
11,17,1,0.0,0.0,17.1,2.55
11,17,2,0.0,0.0,16.84,2.49
11,17,3,0.0,0.0,16.75,2.61
11,17,4,0.0,0.0,16.54,2.55
11,17,5,0.0,0.0,16.41,2.6
11,17,6,62.31,40.91,16.55,2.49
11,17,7,183.03,101.03,17.85,2.64
11,17,8,303.39,193.31,19.42,2.78
11,17,9,456.6,239.46,20.94,2.84
11,17,10,542.76,304.55,22.32,2.96
11,17,11,709.96,267.78,23.24,2.94
11,17,12,753.54,259.95,23.73,2.91
11,17,13,717.79,224.92,23.78,3.09
11,17,14,582.86,274.2,23.44,3.38
11,17,15,458.0,219.79,23.1,3.41
11,17,16,247.22,181.14,22.31,3.11
11,17,17,111.56,94.05,21.31,2.92
11,17,18,13.18,12.92,20.2,2.82
11,17,19,0.0,0.0,19.17,2.7
11,17,20,0.0,0.0,18.49,2.77
11,17,21,0.0,0.0,18.4,3.09
11,17,22,0.0,0.0,17.99,2.93
11,17,23,0.0,0.0,17.65,2.71
11,18,0,0.0,0.0,17.08,2.66
11,18,1,0.0,0.0,16.84,2.59
11,18,2,0.0,0.0,16.66,2.49
11,18,3,0.0,0.0,16.58,2.47
11,18,4,0.0,0.0,16.54,2.45
11,18,5,0.0,0.0,16.39,2.39
11,18,6,76.92,44.99,16.61,2.39
11,18,7,234.1,110.12,18.07,2.93
11,18,8,382.33,188.31,19.53,3.21
11,18,9,503.81,303.67,21.02,3.38
11,18,10,653.28,275.7,22.32,3.51
11,18,11,730.01,313.7,23.33,3.58
11,18,12,688.57,353.04,24.0,3.68
11,18,13,785.07,259.31,24.38,3.74
11,18,14,626.23,234.79,24.31,3.86
11,18,15,479.81,234.72,24.0,3.93
11,18,16,262.34,179.77,23.55,3.71
11,18,17,94.94,90.51,22.67,3.85
11,18,18,7.8,8.06,21.41,3.79
11,18,19,0.0,0.0,20.12,3.48
11,18,20,0.0,0.0,19.25,3.25
11,18,21,0.0,0.0,18.02,2.81
11,18,22,0.0,0.0,17.69,2.83
11,18,23,0.0,0.0,17.42,2.76
11,19,0,0.0,0.0,17.6,2.93
11,19,1,0.0,0.0,17.36,2.9
11,19,2,0.0,0.0,17.11,2.83
11,19,3,0.0,0.0,16.95,2.79
11,19,4,0.0,0.0,16.87,2.7
11,19,5,0.0,0.0,16.75,2.64
11,19,6,76.0,40.91,17.0,2.64
11,19,7,191.11,118.1,18.3,2.91
11,19,8,366.92,197.61,19.77,3.17
11,19,9,493.17,258.94,21.15,3.48
11,19,10,620.82,323.85,22.41,3.88
11,19,11,691.69,301.83,23.41,4.11
11,19,12,735.66,272.64,24.0,4.35
11,19,13,665.24,279.52,24.22,4.48
11,19,14,548.55,289.56,24.0,4.39
11,19,15,412.82,257.13,23.5,4.33
11,19,16,273.36,203.93,23.01,4.29
11,19,17,107.92,99.52,22.04,4.22
11,19,18,13.6,12.1,21.01,4.1
11,19,19,0.0,0.0,19.84,3.82
11,19,20,0.0,0.0,18.97,3.53
11,19,21,0.0,0.0,18.6,3.1
11,19,22,0.0,0.0,18.15,2.98
11,19,23,0.0,0.0,17.9,3.01
11,20,0,0.0,0.0,17.45,3.11
11,20,1,0.0,0.0,17.19,3.06
11,20,2,0.0,0.0,17.02,3.06
11,20,3,0.0,0.0,16.87,3.07
11,20,4,0.0,0.0,16.81,2.92
11,20,5,0.0,0.0,16.77,3.03
11,20,6,84.17,42.82,17.05,3.07
11,20,7,228.88,116.69,18.47,3.04
11,20,8,383.59,162.65,19.87,3.09
11,20,9,547.86,236.29,21.2,3.24
11,20,10,705.24,271.58,22.35,3.33
11,20,11,805.52,317.16,23.24,3.45
11,20,12,774.08,298.22,23.92,3.42
11,20,13,716.42,280.21,24.27,3.51
11,20,14,610.25,280.27,24.31,3.47
11,20,15,441.43,271.58,23.53,3.5
11,20,16,276.81,205.95,22.93,3.28
11,20,17,118.77,120.58,21.89,3.22
11,20,18,20.27,22.28,20.66,3.15
11,20,19,0.0,0.0,19.51,3.04
11,20,20,0.0,0.0,18.74,2.94
11,20,21,0.0,0.0,18.41,3.36
11,20,22,0.0,0.0,18.07,3.28
11,20,23,0.0,0.0,17.77,3.21
11,21,0,0.0,0.0,17.21,2.67
11,21,1,0.0,0.0,16.97,2.69
11,21,2,0.0,0.0,16.77,2.69
11,21,3,0.0,0.0,16.64,2.71
11,21,4,0.0,0.0,16.42,2.47
11,21,5,0.0,0.0,16.27,2.42
11,21,6,81.18,34.96,16.45,2.33
11,21,7,235.34,99.7,17.72,2.25
11,21,8,399.82,187.72,19.49,2.58
11,21,9,573.13,247.86,21.19,2.94
11,21,10,723.29,290.72,22.62,3.24
11,21,11,820.17,280.73,23.67,3.31
11,21,12,867.1,279.4,24.46,3.33
11,21,13,792.26,247.35,24.76,3.26
11,21,14,672.06,273.26,24.77,3.21
11,21,15,512.49,276.76,24.28,3.19
11,21,16,305.81,205.95,23.73,2.94
11,21,17,115.17,106.99,22.4,2.46
11,21,18,15.52,16.42,21.19,2.37
11,21,19,0.0,0.0,20.0,2.33
11,21,20,0.0,0.0,19.21,2.3
11,21,21,0.0,0.0,18.25,2.85
11,21,22,0.0,0.0,17.78,2.74
11,21,23,0.0,0.0,17.43,2.68
11,22,0,0.0,0.0,17.8,2.27
11,22,1,0.0,0.0,17.63,2.4
11,22,2,0.0,0.0,17.47,2.47
11,22,3,0.0,0.0,17.35,2.54
11,22,4,0.0,0.0,17.25,2.35
11,22,5,0.0,0.0,17.05,2.33
11,22,6,79.45,39.8,17.38,2.44
11,22,7,209.48,115.11,18.91,2.52
11,22,8,355.3,165.85,20.42,2.42
11,22,9,536.52,221.84,21.94,2.19
11,22,10,664.01,292.72,23.17,2.27
11,22,11,735.42,327.25,24.07,2.17
11,22,12,759.32,287.8,24.63,1.87
11,22,13,721.3,296.25,24.77,2.08
11,22,14,559.93,312.6,24.37,2.74
11,22,15,368.69,281.76,23.83,2.86
11,22,16,214.59,206.95,23.05,2.91
11,22,17,112.95,106.5,22.15,2.79
11,22,18,14.66,15.52,21.06,2.63
11,22,19,0.0,0.0,20.05,2.58
11,22,20,0.0,0.0,19.33,2.49
11,22,21,0.0,0.0,18.79,2.28
11,22,22,0.0,0.0,18.44,2.27
11,22,23,0.0,0.0,18.06,2.22
11,23,0,0.0,0.0,17.62,2.24
11,23,1,0.0,0.0,17.36,2.26
11,23,2,0.0,0.0,17.13,2.2
11,23,3,0.0,0.0,16.93,2.17
11,23,4,0.0,0.0,16.87,2.07
11,23,5,0.0,0.0,16.76,2.08
11,23,6,67.43,43.7,17.06,2.05
11,23,7,177.73,121.99,18.45,2.25
11,23,8,335.94,202.81,19.95,2.21
11,23,9,496.47,257.47,21.44,2.41
11,23,10,620.7,306.37,22.68,2.63
11,23,11,704.32,306.99,23.58,2.84
11,23,12,761.88,308.5,24.17,2.87
11,23,13,716.88,286.68,24.18,2.83
11,23,14,603.71,254.0,23.86,2.85
11,23,15,399.78,264.67,23.59,2.84
11,23,16,178.65,191.09,23.23,2.89
11,23,17,87.87,110.46,22.12,2.69
11,23,18,13.19,16.26,20.83,2.41
11,23,19,0.0,0.0,19.7,2.07
