Mes,Dia,Hora,Gt(i)_mean,Gt(i)_std,T2m_mean,T2m_std
1,1,0,0.0,0.0,20.4,1.29
1,1,1,0.0,0.0,20.15,1.17
1,1,2,0.0,0.0,19.98,1.08
1,1,3,0.0,0.0,19.81,1.02
1,1,4,0.0,0.0,19.69,0.94
1,1,5,0.0,0.0,19.63,0.86
1,1,6,60.21,24.87,19.76,0.89
1,1,7,185.75,88.12,20.95,1.55
1,1,8,361.35,148.6,22.25,1.97
1,1,9,542.31,185.17,23.39,2.27
1,1,10,654.66,255.22,24.42,2.6
1,1,11,702.42,293.83,25.22,2.94
1,1,12,820.94,285.5,25.56,3.11
1,1,13,791.17,319.24,25.97,3.13
1,1,14,652.09,316.12,26.0,3.2
1,1,15,437.63,299.62,25.42,3.02
1,1,16,254.7,220.48,25.12,3.05
1,1,17,103.25,119.01,24.44,2.83
1,1,18,32.83,49.58,23.72,2.59
1,1,19,0.0,0.0,22.83,2.37
1,1,20,0.0,0.0,22.04,2.09
1,1,21,0.0,0.0,21.5,1.64
1,1,22,0.0,0.0,21.03,1.47
1,1,23,0.0,0.0,20.67,1.37
1,2,0,0.0,0.0,20.47,1.58
1,2,1,0.0,0.0,20.21,1.48
1,2,2,0.0,0.0,20.06,1.5
1,2,3,0.0,0.0,19.9,1.49
1,2,4,0.0,0.0,19.62,1.41
1,2,5,0.0,0.0,19.44,1.48
1,2,6,39.04,28.66,19.45,1.46
1,2,7,155.98,84.22,20.51,1.6
1,2,8,281.0,164.27,21.62,1.81
1,2,9,423.26,186.15,22.87,2.17
1,2,10,515.21,262.44,23.82,2.37
1,2,11,634.18,216.44,24.61,2.57
1,2,12,667.44,288.0,25.2,2.7
1,2,13,717.02,261.61,25.58,2.94
1,2,14,592.5,325.25,25.45,3.14
1,2,15,406.69,281.51,25.19,3.04
1,2,16,314.98,249.19,24.93,3.1
1,2,17,117.89,126.4,24.15,3.15
1,2,18,40.0,45.81,23.15,2.71
1,2,19,0.0,0.0,22.07,2.35
1,2,20,0.0,0.0,21.37,2.1
1,2,21,0.0,0.0,21.5,1.94
1,2,22,0.0,0.0,21.08,1.79
1,2,23,0.0,0.0,20.76,1.7
1,3,0,0.0,0.0,20.1,1.62
1,3,1,0.0,0.0,19.91,1.55
1,3,2,0.0,0.0,19.75,1.58
1,3,3,0.0,0.0,19.65,1.56
1,3,4,0.0,0.0,19.54,1.58
1,3,5,0.0,0.0,19.42,1.62
1,3,6,52.21,26.33,19.43,1.67
1,3,7,167.57,88.01,20.49,2.09
1,3,8,323.81,171.71,21.72,2.4
1,3,9,470.48,203.47,22.88,2.63
1,3,10,577.62,300.55,24.02,2.85
1,3,11,663.65,313.73,24.88,2.98
1,3,12,714.5,327.38,25.41,3.19
1,3,13,689.4,274.75,25.66,3.33
1,3,14,671.25,300.94,25.31,3.35
1,3,15,505.9,252.92,24.58,2.78
1,3,16,213.01,192.53,24.12,2.87
1,3,17,117.98,116.43,23.67,2.9
1,3,18,26.66,29.78,22.95,2.6
1,3,19,0.0,0.0,22.1,2.33
1,3,20,0.0,0.0,21.41,2.1
1,3,21,0.0,0.0,20.95,1.98
1,3,22,0.0,0.0,20.63,1.82
1,3,23,0.0,0.0,20.32,1.7
1,4,0,0.0,0.0,19.94,1.63
1,4,1,0.0,0.0,19.68,1.52
1,4,2,0.0,0.0,19.52,1.5
1,4,3,0.0,0.0,19.47,1.43
1,4,4,0.0,0.0,19.15,1.29
1,4,5,0.0,0.0,19.04,1.33
1,4,6,47.87,26.78,19.01,1.44
1,4,7,178.18,88.04,19.99,1.82
1,4,8,283.57,145.88,21.25,2.01
1,4,9,454.16,213.63,22.42,2.19
1,4,10,557.64,306.43,23.56,2.54
1,4,11,666.03,299.87,24.44,2.86
1,4,12,646.96,368.04,25.01,3.01
1,4,13,660.01,295.42,25.19,3.07
1,4,14,544.05,330.62,25.13,3.0
1,4,15,441.46,292.36,24.46,2.66
1,4,16,256.04,236.63,23.94,2.52
1,4,17,118.15,137.27,23.21,2.37
1,4,18,22.88,32.68,22.38,2.37
1,4,19,0.0,0.0,21.5,2.26
1,4,20,0.0,0.0,20.82,2.1
1,4,21,0.0,0.0,20.92,1.89
1,4,22,0.0,0.0,20.5,1.73
1,4,23,0.0,0.0,20.23,1.71
1,5,0,0.0,0.0,19.53,1.88
1,5,1,0.0,0.0,19.32,1.86
1,5,2,0.0,0.0,19.17,1.88
1,5,3,0.0,0.0,19.0,1.85
1,5,4,0.0,0.0,18.89,1.81
1,5,5,0.0,0.0,18.78,1.95
1,5,6,38.02,23.01,18.83,1.93
1,5,7,168.83,90.41,19.69,1.78
1,5,8,315.45,158.86,20.89,1.74
1,5,9,495.9,166.02,22.12,1.91
1,5,10,634.34,268.77,23.23,2.08
1,5,11,724.41,286.71,24.12,2.21
1,5,12,707.98,347.12,24.59,2.38
1,5,13,696.4,284.09,25.06,2.55
1,5,14,557.37,303.13,25.24,2.6
1,5,15,317.91,248.21,24.9,2.32
1,5,16,213.44,220.58,24.61,2.31
1,5,17,88.65,100.98,23.58,2.21
1,5,18,34.22,37.53,22.6,1.97
1,5,19,0.0,0.0,21.72,1.84
1,5,20,0.0,0.0,21.06,1.74
1,5,21,0.0,0.0,20.35,2.0
1,5,22,0.0,0.0,20.06,1.94
1,5,23,0.0,0.0,19.79,1.94
1,6,0,0.0,0.0,19.75,1.46
1,6,1,0.0,0.0,19.58,1.47
1,6,2,0.0,0.0,19.31,1.38
1,6,3,0.0,0.0,19.07,1.38
1,6,4,0.0,0.0,18.91,1.39
1,6,5,0.0,0.0,18.83,1.47
1,6,6,46.4,24.83,18.83,1.46
1,6,7,205.64,67.12,20.23,1.47
1,6,8,346.67,142.39,21.62,1.47
1,6,9,554.37,187.78,23.01,1.6
1,6,10,661.7,273.7,24.2,1.72
1,6,11,778.28,253.24,25.1,2.0
1,6,12,754.9,278.89,25.66,2.28
1,6,13,722.65,290.85,25.86,2.37
1,6,14,566.79,322.74,25.82,2.29
1,6,15,439.35,289.46,25.25,2.31
1,6,16,248.62,203.43,25.07,2.18
1,6,17,128.49,113.73,24.25,1.93
1,6,18,37.32,40.03,23.23,1.8
1,6,19,0.0,0.0,22.33,1.66
1,6,20,0.0,0.0,21.52,1.51
1,6,21,0.0,0.0,20.67,1.73
1,6,22,0.0,0.0,20.32,1.58
1,6,23,0.0,0.0,20.0,1.49
1,7,0,0.0,0.0,19.68,1.21
1,7,1,0.0,0.0,19.4,1.18
1,7,2,0.0,0.0,19.18,1.1
1,7,3,0.0,0.0,18.94,1.12
1,7,4,0.0,0.0,18.92,1.12
1,7,5,0.0,0.0,18.74,1.17
1,7,6,49.38,29.02,18.74,1.2
1,7,7,216.83,84.84,20.27,1.6
1,7,8,400.61,164.34,21.94,2.0
1,7,9,596.52,202.99,23.4,2.35
1,7,10,708.16,276.7,24.7,2.55
1,7,11,827.26,253.45,25.62,2.8
1,7,12,831.0,324.18,26.3,2.96
1,7,13,839.3,306.63,26.55,2.97
1,7,14,648.42,340.2,26.18,3.1
1,7,15,463.27,291.02,25.74,2.95
1,7,16,296.43,231.63,25.15,3.04
1,7,17,191.66,129.01,24.35,2.93
1,7,18,42.7,44.9,23.57,2.81
1,7,19,0.0,0.0,22.68,2.51
1,7,20,0.0,0.0,21.88,2.27
1,7,21,0.0,0.0,20.93,1.33
1,7,22,0.0,0.0,20.46,1.23
1,7,23,0.0,0.0,20.01,1.21
1,8,0,0.0,0.0,19.96,1.68
1,8,1,0.0,0.0,19.64,1.65
1,8,2,0.0,0.0,19.37,1.74
1,8,3,0.0,0.0,19.09,1.82
1,8,4,0.0,0.0,19.16,1.93
1,8,5,0.0,0.0,19.02,1.94
1,8,6,48.09,25.49,19.05,1.89
1,8,7,208.47,91.34,20.51,1.88
1,8,8,354.0,167.62,22.11,2.16
1,8,9,614.2,184.35,23.62,2.26
1,8,10,725.6,285.69,24.92,2.4
1,8,11,862.94,255.48,25.7,2.48
1,8,12,826.22,322.93,26.38,2.54
1,8,13,812.12,250.36,26.83,2.65
1,8,14,613.27,338.34,26.73,2.78
1,8,15,434.87,310.6,25.8,2.56
1,8,16,325.22,251.53,25.14,2.22
1,8,17,144.58,138.24,24.16,2.09
1,8,18,37.31,43.99,23.38,2.12
1,8,19,0.0,0.0,22.58,2.05
1,8,20,0.0,0.0,21.97,1.94
1,8,21,0.0,0.0,21.26,2.03
1,8,22,0.0,0.0,20.75,1.86
1,8,23,0.0,0.0,20.42,1.72
1,9,0,0.0,0.0,20.46,1.71
1,9,1,0.0,0.0,20.15,1.46
1,9,2,0.0,0.0,19.77,1.33
1,9,3,0.0,0.0,19.56,1.4
1,9,4,0.0,0.0,19.39,1.46
1,9,5,0.0,0.0,19.08,1.48
1,9,6,43.02,23.93,19.09,1.53
1,9,7,192.06,74.01,20.55,1.73
1,9,8,328.12,180.55,22.21,1.89
1,9,9,570.7,199.78,23.83,1.84
1,9,10,606.46,324.8,25.17,1.81
1,9,11,766.74,321.79,26.14,1.83
1,9,12,751.71,313.37,26.84,1.78
1,9,13,850.13,211.98,27.19,1.7
1,9,14,663.68,331.35,26.96,1.71
1,9,15,464.37,296.35,26.15,2.09
1,9,16,282.11,234.4,26.03,2.54
1,9,17,185.74,147.29,25.04,2.6
1,9,18,44.12,46.22,24.14,2.48
1,9,19,0.0,0.0,23.14,2.13
1,9,20,0.0,0.0,22.36,1.9
1,9,21,0.0,0.0,21.46,1.82
1,9,22,0.0,0.0,21.04,1.75
1,9,23,0.0,0.0,20.71,1.74
1,10,0,0.0,0.0,20.67,1.33
1,10,1,0.0,0.0,20.42,1.29
1,10,2,0.0,0.0,20.21,1.25
1,10,3,0.0,0.0,20.03,1.23
1,10,4,0.0,0.0,19.97,1.42
1,10,5,0.0,0.0,19.84,1.36
1,10,6,49.87,23.63,19.82,1.3
1,10,7,198.72,88.26,21.13,1.53
1,10,8,354.57,187.84,22.7,1.82
1,10,9,536.28,245.6,24.04,1.91
1,10,10,648.43,336.79,25.24,2.11
1,10,11,766.01,312.79,26.16,2.11
1,10,12,774.49,357.75,26.84,2.2
1,10,13,796.02,288.2,27.18,2.39
1,10,14,682.78,326.25,26.94,2.67
1,10,15,567.53,240.27,26.44,2.77
1,10,16,333.08,223.61,26.06,3.08
1,10,17,147.72,130.48,25.52,2.92
1,10,18,34.07,40.24,24.59,2.78
1,10,19,0.0,0.0,23.53,2.6
1,10,20,0.0,0.0,22.61,2.32
1,10,21,0.0,0.0,21.73,1.66
1,10,22,0.0,0.0,21.28,1.46
1,10,23,0.0,0.0,20.96,1.38
1,11,0,0.0,0.0,20.92,1.8
1,11,1,0.0,0.0,20.54,1.76
1,11,2,0.0,0.0,20.31,1.73
1,11,3,0.0,0.0,20.01,1.71
1,11,4,0.0,0.0,20.0,1.7
1,11,5,0.0,0.0,19.82,1.74
1,11,6,44.48,24.45,19.76,1.76
1,11,7,192.98,90.02,20.84,1.85
1,11,8,350.26,203.01,22.19,2.01
1,11,9,548.8,265.09,23.62,2.25
1,11,10,655.52,330.5,24.78,2.77
1,11,11,740.13,334.41,25.71,2.94
1,11,12,708.07,385.35,26.36,3.13
1,11,13,697.09,355.1,26.73,3.14
1,11,14,527.63,349.68,26.59,3.27
1,11,15,445.05,292.5,26.02,3.11
1,11,16,275.75,228.29,25.58,3.14
1,11,17,97.49,116.77,24.79,2.79
1,11,18,30.54,39.31,23.89,2.65
1,11,19,0.0,0.0,22.96,2.45
1,11,20,0.0,0.0,22.14,2.19
1,11,21,0.0,0.0,22.03,2.09
1,11,22,0.0,0.0,21.58,1.92
1,11,23,0.0,0.0,21.2,1.87
1,12,0,0.0,0.0,20.68,1.72
1,12,1,0.0,0.0,20.29,1.61
1,12,2,0.0,0.0,19.99,1.58
1,12,3,0.0,0.0,19.74,1.67
1,12,4,0.0,0.0,19.74,1.67
1,12,5,0.0,0.0,19.49,1.65
1,12,6,40.93,18.31,19.4,1.54
1,12,7,144.94,74.64,20.7,1.49
1,12,8,326.63,150.29,22.22,1.86
1,12,9,451.67,252.1,23.39,2.2
1,12,10,598.47,302.61,24.49,2.53
1,12,11,721.16,292.08,25.39,2.73
1,12,12,786.52,320.52,26.11,2.75
1,12,13,682.7,291.37,26.29,2.94
1,12,14,645.49,286.76,26.07,3.23
1,12,15,498.66,273.31,25.37,3.42
1,12,16,270.06,181.6,25.02,2.79
1,12,17,113.93,111.48,24.42,2.43
1,12,18,37.66,43.35,23.68,2.33
1,12,19,0.0,0.0,22.73,2.16
1,12,20,0.0,0.0,21.89,1.8
1,12,21,0.0,0.0,21.57,1.88
1,12,22,0.0,0.0,21.14,1.71
1,12,23,0.0,0.0,20.91,1.74
1,13,0,0.0,0.0,20.29,1.48
1,13,1,0.0,0.0,20.04,1.34
1,13,2,0.0,0.0,19.98,1.47
1,13,3,0.0,0.0,19.75,1.33
1,13,4,0.0,0.0,19.69,1.5
1,13,5,0.0,0.0,19.53,1.55
1,13,6,42.12,21.58,19.47,1.58
1,13,7,186.09,78.62,20.35,1.52
1,13,8,361.4,135.53,21.71,1.97
1,13,9,527.1,217.25,23.07,2.2
1,13,10,657.74,286.88,24.18,2.43
1,13,11,643.72,353.23,24.98,2.64
1,13,12,710.2,344.51,25.76,2.51
1,13,13,723.9,312.59,26.2,2.44
1,13,14,681.42,287.67,26.06,2.09
1,13,15,481.54,261.71,25.67,2.12
1,13,16,239.29,202.12,25.55,2.47
1,13,17,112.13,137.58,24.68,2.55
1,13,18,31.37,33.79,23.65,2.52
1,13,19,0.0,0.0,22.59,2.25
1,13,20,0.0,0.0,21.85,1.96
1,13,21,0.0,0.0,21.32,1.55
1,13,22,0.0,0.0,20.88,1.47
1,13,23,0.0,0.0,20.48,1.4
1,14,0,0.0,0.0,20.19,1.52
1,14,1,0.0,0.0,19.93,1.55
1,14,2,0.0,0.0,19.79,1.64
1,14,3,0.0,0.0,19.55,1.65
1,14,4,0.0,0.0,19.46,1.66
1,14,5,0.0,0.0,19.38,1.74
1,14,6,33.95,18.08,19.31,1.76
1,14,7,156.64,83.81,20.21,1.53
1,14,8,312.3,163.49,21.54,1.57
1,14,9,482.86,196.02,23.03,1.85
1,14,10,626.46,250.03,24.33,2.21
1,14,11,734.32,221.17,25.37,2.44
1,14,12,807.56,255.65,25.83,2.58
1,14,13,816.59,250.16,26.22,2.63
1,14,14,660.16,278.66,26.14,2.78
1,14,15,550.24,279.28,26.0,2.59
1,14,16,365.13,221.41,25.86,2.62
1,14,17,173.71,155.36,24.88,2.18
1,14,18,54.21,61.31,23.84,1.79
1,14,19,0.0,0.0,22.78,1.63
1,14,20,0.0,0.0,21.84,1.49
1,14,21,0.0,0.0,21.26,1.71
1,14,22,0.0,0.0,20.83,1.63
1,14,23,0.0,0.0,20.47,1.55
1,15,0,0.0,0.0,20.09,1.25
1,15,1,0.0,0.0,19.78,1.28
1,15,2,0.0,0.0,19.5,1.35
1,15,3,0.0,0.0,19.37,1.46
1,15,4,0.0,0.0,19.16,1.25
1,15,5,0.0,0.0,19.0,1.23
1,15,6,34.58,15.7,18.91,1.15
1,15,7,157.58,71.67,20.07,1.2
1,15,8,270.43,139.96,21.56,1.67
1,15,9,485.92,211.24,23.05,2.29
1,15,10,661.05,247.43,24.25,3.09
1,15,11,691.34,307.11,25.13,3.46
1,15,12,810.66,287.64,25.83,3.43
1,15,13,813.91,261.0,26.09,3.61
1,15,14,661.36,224.22,25.93,3.52
1,15,15,501.53,251.51,25.28,3.44
1,15,16,397.4,171.88,25.67,3.27
1,15,17,186.88,147.17,24.93,3.0
1,15,18,47.43,53.5,24.06,2.72
1,15,19,0.0,0.0,22.99,2.36
1,15,20,0.0,0.0,22.11,2.08
1,15,21,0.0,0.0,21.18,1.35
1,15,22,0.0,0.0,20.84,1.48
1,15,23,0.0,0.0,20.45,1.31
1,16,0,0.0,0.0,20.48,1.78
1,16,1,0.0,0.0,20.04,1.63
1,16,2,0.0,0.0,19.68,1.57
1,16,3,0.0,0.0,19.43,1.57
1,16,4,0.0,0.0,19.32,1.76
1,16,5,0.0,0.0,19.18,1.9
1,16,6,34.22,15.15,19.1,1.84
1,16,7,183.53,64.44,20.44,1.67
1,16,8,368.08,112.47,21.92,1.82
1,16,9,537.01,162.74,23.35,1.9
1,16,10,735.66,166.47,24.58,2.15
1,16,11,841.1,182.53,25.63,2.3
1,16,12,820.12,199.13,26.31,2.67
1,16,13,645.33,347.9,26.7,2.67
1,16,14,646.47,332.29,26.55,2.68
1,16,15,380.86,289.35,25.98,2.72
1,16,16,262.66,217.16,25.36,2.36
1,16,17,145.81,119.76,24.52,2.29
1,16,18,33.06,35.67,23.71,2.17
1,16,19,0.0,0.0,22.71,2.06
1,16,20,0.0,0.0,21.83,1.89
1,16,21,0.0,0.0,21.46,1.88
1,16,22,0.0,0.0,21.06,1.8
1,16,23,0.0,0.0,20.77,1.75
1,17,0,0.0,0.0,20.24,1.69
1,17,1,0.0,0.0,19.93,1.64
1,17,2,0.0,0.0,19.71,1.64
1,17,3,0.0,0.0,19.51,1.62
1,17,4,0.0,0.0,19.34,1.6
1,17,5,0.0,0.0,19.14,1.49
1,17,6,36.72,14.12,19.08,1.47
1,17,7,166.0,91.01,19.91,1.58
1,17,8,298.08,174.02,21.15,1.83
1,17,9,441.37,241.94,22.43,2.13
1,17,10,599.18,286.62,23.5,2.5
1,17,11,663.36,330.93,24.38,2.73
1,17,12,746.94,294.56,25.02,2.94
1,17,13,700.97,281.01,25.04,3.11
1,17,14,534.91,311.97,24.98,3.32
1,17,15,450.16,282.77,24.61,3.34
1,17,16,273.06,216.76,24.93,3.08
1,17,17,135.16,137.63,23.93,3.09
1,17,18,32.6,35.63,23.05,2.99
1,17,19,0.0,0.0,22.12,2.65
1,17,20,0.0,0.0,21.37,2.35
1,17,21,0.0,0.0,21.24,1.79
1,17,22,0.0,0.0,20.81,1.73
1,17,23,0.0,0.0,20.51,1.78
1,18,0,0.0,0.0,19.97,1.78
1,18,1,0.0,0.0,19.69,1.85
1,18,2,0.0,0.0,19.44,1.84
1,18,3,0.0,0.0,19.2,1.7
1,18,4,0.0,0.0,19.28,1.43
1,18,5,0.0,0.0,19.21,1.4
1,18,6,29.98,14.59,19.2,1.41
1,18,7,161.33,75.0,20.15,1.53
1,18,8,318.45,126.85,21.42,1.69
1,18,9,487.7,185.69,22.6,2.04
1,18,10,631.34,253.86,23.7,2.39
1,18,11,664.18,303.68,24.57,2.63
1,18,12,761.4,266.34,25.23,2.69
1,18,13,772.77,268.63,25.53,2.64
1,18,14,613.28,286.01,25.47,2.67
1,18,15,466.77,249.83,25.2,2.63
1,18,16,330.43,246.08,25.32,2.74
1,18,17,127.74,111.78,24.57,2.66
1,18,18,32.28,33.22,23.66,2.52
1,18,19,0.0,0.0,22.64,2.25
1,18,20,0.0,0.0,21.85,1.97
1,18,21,0.0,0.0,20.85,2.11
1,18,22,0.0,0.0,20.57,1.98
1,18,23,0.0,0.0,20.29,1.91
1,19,0,0.0,0.0,20.21,1.56
1,19,1,0.0,0.0,19.94,1.49
1,19,2,0.0,0.0,19.75,1.45
1,19,3,0.0,0.0,19.56,1.5
1,19,4,0.0,0.0,19.46,1.38
1,19,5,0.0,0.0,19.37,1.4
1,19,6,31.55,13.09,19.25,1.43
1,19,7,179.68,75.42,20.21,1.46
1,19,8,309.31,130.09,21.6,1.74
1,19,9,459.81,201.62,23.04,1.99
1,19,10,630.56,245.89,24.28,2.29
1,19,11,741.92,273.79,25.34,2.66
1,19,12,730.94,299.61,26.02,2.91
1,19,13,697.65,283.32,26.11,3.33
1,19,14,590.05,343.51,25.94,3.46
1,19,15,439.8,287.14,25.64,3.46
1,19,16,289.62,206.41,25.24,3.46
1,19,17,108.9,107.04,24.33,3.07
1,19,18,32.56,38.6,23.51,2.74
1,19,19,0.0,0.0,22.58,2.5
1,19,20,0.0,0.0,21.79,2.29
1,19,21,0.0,0.0,21.3,1.8
1,19,22,0.0,0.0,20.84,1.73
1,19,23,0.0,0.0,20.5,1.63
1,20,0,0.0,0.0,20.16,1.86
1,20,1,0.0,0.0,19.91,1.77
1,20,2,0.0,0.0,19.65,1.73
1,20,3,0.0,0.0,19.53,1.73
1,20,4,0.0,0.0,19.37,1.64
1,20,5,0.0,0.0,19.27,1.64
1,20,6,31.22,11.8,19.17,1.54
1,20,7,161.71,82.66,20.07,1.49
1,20,8,301.55,160.26,21.3,1.85
1,20,9,438.49,244.37,22.57,2.28
1,20,10,497.61,305.03,23.78,2.69
1,20,11,664.63,311.13,24.8,2.97
1,20,12,683.53,332.92,25.35,3.26
1,20,13,618.41,349.91,25.57,3.35
1,20,14,480.61,293.35,25.4,3.65
1,20,15,311.87,271.61,24.9,3.51
1,20,16,227.95,200.23,24.48,3.47
1,20,17,118.21,112.66,23.77,3.16
1,20,18,27.65,28.45,23.08,2.89
1,20,19,0.0,0.0,22.11,2.53
1,20,20,0.0,0.0,21.3,2.22
1,20,21,0.0,0.0,21.25,2.14
1,20,22,0.0,0.0,20.82,2.04
1,20,23,0.0,0.0,20.44,1.94
1,21,0,0.0,0.0,19.85,1.83
1,21,1,0.0,0.0,19.63,1.83
1,21,2,0.0,0.0,19.48,1.79
1,21,3,0.0,0.0,19.33,1.81
1,21,4,0.0,0.0,19.21,1.71
1,21,5,0.0,0.0,19.07,1.72
1,21,6,25.91,15.31,18.97,1.75
1,21,7,148.87,88.53,19.89,1.84
1,21,8,300.64,164.41,21.22,2.06
1,21,9,459.03,219.34,22.43,2.4
1,21,10,572.53,302.39,23.63,2.91
1,21,11,692.01,360.1,24.47,3.23
1,21,12,772.24,316.43,25.06,3.43
1,21,13,736.12,290.18,25.36,3.6
1,21,14,614.62,280.33,25.2,3.51
1,21,15,393.87,262.83,24.72,3.34
1,21,16,222.76,216.45,24.5,3.51
1,21,17,85.0,103.77,23.57,3.41
1,21,18,28.95,36.69,22.71,3.26
1,21,19,0.0,0.0,21.69,2.93
1,21,20,0.0,0.0,20.98,2.69
1,21,21,0.0,0.0,20.75,2.07
1,21,22,0.0,0.0,20.36,1.95
1,21,23,0.0,0.0,20.08,1.88
1,22,0,0.0,0.0,19.69,2.25
1,22,1,0.0,0.0,19.51,2.25
1,22,2,0.0,0.0,19.28,2.18
1,22,3,0.0,0.0,19.06,2.02
1,22,4,0.0,0.0,19.0,1.94
1,22,5,0.0,0.0,18.85,1.95
1,22,6,27.05,11.42,18.72,1.86
1,22,7,159.86,85.28,19.6,2.13
1,22,8,287.54,158.91,20.9,2.46
1,22,9,446.44,249.21,22.15,2.59
1,22,10,577.56,291.78,23.22,2.77
1,22,11,643.01,330.43,24.06,3.05
1,22,12,666.65,336.86,24.64,3.21
1,22,13,594.47,371.56,24.93,3.35
1,22,14,498.85,329.24,24.72,3.35
1,22,15,331.85,262.07,24.17,3.44
1,22,16,176.36,186.73,23.84,3.71
1,22,17,84.55,100.66,23.2,3.74
1,22,18,27.56,33.52,22.3,3.54
1,22,19,0.0,0.0,21.35,3.14
1,22,20,0.0,0.0,20.66,2.8
1,22,21,0.0,0.0,20.55,2.48
1,22,22,0.0,0.0,20.21,2.34
1,22,23,0.0,0.0,19.9,2.27
1,23,0,0.0,0.0,19.23,2.2
1,23,1,0.0,0.0,19.0,2.09
1,23,2,0.0,0.0,18.83,2.04
1,23,3,0.0,0.0,18.7,2.0
1,23,4,0.0,0.0,18.58,1.95
1,23,5,0.0,0.0,18.5,1.97
1,23,6,25.26,12.46,18.44,1.96
1,23,7,157.18,87.74,19.32,2.02
1,23,8,334.16,159.82,20.75,2.19
1,23,9,450.44,217.13,22.27,2.4
1,23,10,589.3,292.27,23.5,2.58
1,23,11,663.25,326.31,24.4,2.76
1,23,12,734.06,328.14,25.11,2.8
1,23,13,707.88,324.58,25.35,2.87
1,23,14,656.3,264.32,25.35,2.97
1,23,15,447.79,293.76,25.01,2.97
1,23,16,197.33,214.16,24.0,2.66
1,23,17,110.41,118.79,23.05,2.46
1,23,18,28.51,29.39,22.34,2.3
1,23,19,0.0,0.0,21.47,2.15
1,23,20,0.0,0.0,20.75,2.04
1,23,21,0.0,0.0,20.19,2.56
1,23,22,0.0,0.0,19.8,2.4
1,23,23,0.0,0.0,19.5,2.29
1,24,0,0.0,0.0,19.29,1.69
1,24,1,0.0,0.0,19.0,1.66
1,24,2,0.0,0.0,18.76,1.66
1,24,3,0.0,0.0,18.58,1.64
1,24,4,0.0,0.0,18.32,1.58
1,24,5,0.0,0.0,18.19,1.56
1,24,6,24.92,10.09,18.08,1.5
1,24,7,182.55,80.99,19.53,1.45
1,24,8,373.22,134.08,21.37,1.84
1,24,9,542.46,178.08,23.11,2.03
1,24,10,698.05,260.25,24.59,2.16
1,24,11,841.44,217.6,25.77,2.36
1,24,12,878.48,182.99,26.41,2.45
1,24,13,663.11,335.92,26.69,2.47
1,24,14,488.85,309.78,26.53,2.36
1,24,15,425.4,235.82,25.36,2.21
1,24,16,254.75,164.19,24.98,2.2
1,24,17,84.48,74.63,24.53,2.16
1,24,18,49.1,66.4,23.33,2.02
1,24,19,0.0,0.0,22.17,2.06
1,24,20,0.0,0.0,21.44,1.88
1,24,21,0.0,0.0,20.32,1.95
1,24,22,0.0,0.0,19.94,1.85
1,24,23,0.0,0.0,19.6,1.78
1,25,0,0.0,0.0,19.83,1.53
1,25,1,0.0,0.0,19.54,1.52
1,25,2,0.0,0.0,19.28,1.55
1,25,3,0.0,0.0,19.02,1.58
1,25,4,0.0,0.0,19.03,1.51
1,25,5,0.0,0.0,19.02,1.5
1,25,6,26.16,8.53,18.97,1.49
1,25,7,182.99,68.31,20.07,1.46
1,25,8,380.15,121.39,21.81,1.8
1,25,9,598.69,148.52,23.48,1.9
1,25,10,730.22,194.81,24.92,1.96
1,25,11,791.48,200.66,26.02,1.89
1,25,12,738.27,371.57,26.45,2.09
1,25,13,765.45,341.25,26.66,2.38
1,25,14,693.67,300.64,26.25,2.51
1,25,15,535.32,259.89,25.92,2.65
1,25,16,371.01,216.1,25.6,2.9
1,25,17,176.95,136.49,24.71,2.92
1,25,18,50.77,48.66,23.66,2.77
1,25,19,0.0,0.0,22.61,2.45
1,25,20,0.0,0.0,21.76,2.1
1,25,21,0.0,0.0,20.94,1.71
1,25,22,0.0,0.0,20.53,1.59
1,25,23,0.0,0.0,20.13,1.54
1,26,0,0.0,0.0,20.14,1.67
1,26,1,0.0,0.0,19.78,1.56
1,26,2,0.0,0.0,19.44,1.53
1,26,3,0.0,0.0,19.22,1.53
1,26,4,0.0,0.0,19.05,1.59
1,26,5,0.0,0.0,18.85,1.7
1,26,6,22.11,9.52,18.64,1.87
1,26,7,151.1,74.27,19.47,1.93
1,26,8,289.6,147.81,20.7,2.08
1,26,9,446.44,220.61,22.12,2.41
1,26,10,648.57,271.78,23.44,2.83
1,26,11,717.69,286.24,24.44,3.25
1,26,12,749.42,330.68,25.1,3.5
1,26,13,652.75,359.95,25.2,3.64
1,26,14,562.12,334.34,24.86,3.4
1,26,15,432.11,257.69,24.33,3.38
1,26,16,287.66,257.21,24.01,3.5
1,26,17,137.11,137.69,23.31,3.31
1,26,18,39.83,42.15,22.47,3.06
1,26,19,0.0,0.0,21.59,2.8
1,26,20,0.0,0.0,20.86,2.48
1,26,21,0.0,0.0,21.24,1.83
1,26,22,0.0,0.0,20.82,1.67
1,26,23,0.0,0.0,20.48,1.76
1,27,0,0.0,0.0,19.41,2.08
1,27,1,0.0,0.0,19.21,1.96
1,27,2,0.0,0.0,19.04,1.77
1,27,3,0.0,0.0,18.9,1.64
1,27,4,0.0,0.0,18.68,1.82
1,27,5,0.0,0.0,18.54,1.71
1,27,6,21.24,8.82,18.43,1.7
1,27,7,155.51,76.87,19.42,1.97
1,27,8,294.78,152.32,20.83,2.35
1,27,9,452.75,218.22,22.06,2.79
